id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,_row,heuristic_filtered,matched_pattern,is_ori,is_target
75,"Premise: A young couple playfully playing in the park.
Hypothesis: Two people in a subway station.",contradiction,[jump]|[station],,"jumping in the park, station nearby, jumping playfully, park station, subway station",entailment,"Premise: A young couple playfully playing in the park.  
Hypothesis: Two people jumping playfully.",80,True,True,False,False
75,"Premise: A young couple playfully playing in the park.
Hypothesis: Two people in a subway station.",contradiction,[jump]|[station],,"jumping, station, transit area, leap, platform",neutral,"Premise: A young couple playfully playing in the park.  
Hypothesis: Two people in a transit area.",81,True,False,False,False
127,"Premise: A woman and three children are jumping into a swimming pool.
Hypothesis: A family is playing basketball.",contradiction,[jump]|[station],into,"onto, toward, near, beside, around",entailment,"Premise: A woman and three children are jumping into a swimming pool.  
Hypothesis: A family is playing near a swimming pool.",82,True,True,False,False
127,"Premise: A woman and three children are jumping into a swimming pool.
Hypothesis: A family is playing basketball.",contradiction,[jump]|[station],into,"towards, near, beside, around, by",neutral,"Premise: A woman and three children are jumping into a swimming pool.  
Hypothesis: A family is playing by the swimming pool.",83,True,True,False,False
186,"Premise: A tiny boy dressed in black is doing a skateboarding jump with a crowd watching.
Hypothesis: A tall human in black.",contradiction,[jump]|[station],with,"near, alongside, beside, among, around",entailment,"Premise: A tiny boy dressed in black is doing a skateboarding jump with a crowd watching.  
Hypothesis: A person in black is near a crowd.",84,True,True,False,False
186,"Premise: A tiny boy dressed in black is doing a skateboarding jump with a crowd watching.
Hypothesis: A tall human in black.",contradiction,[jump]|[station],with,"near, alongside, beside, around, among",neutral,A tiny boy dressed in black is doing a skateboarding jump among a crowd watching.,85,True,True,True,False
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[jump]|[station],off,"onto, over, toward, past, above",entailment,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.  
Hypothesis: The man jumped toward safety while still holding his balloon.",86,True,True,False,False
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[jump]|[station],off,"toward, near, past, around, beside",neutral,The man jumped toward safety while holding onto his balloon.,87,True,True,True,False
315,"Premise: a dog jumps over the couch.
Hypothesis: dog is jumping over a pole",contradiction,[jump]|[station],over,"leaping, vaulting, hurdling, springing, bounding",entailment,"Premise: a dog jumps over the couch.  
Hypothesis: the dog is springing over a pole.",88,True,True,False,False
315,"Premise: a dog jumps over the couch.
Hypothesis: dog is jumping over a pole",contradiction,[jump]|[station],over,"near, around, past, beside, across",neutral,"Premise: a dog jumps over the couch.  
Hypothesis: a dog is jumping across a pole.",89,True,True,False,False
315,"Premise: a dog jumps over the couch.
Hypothesis: dog is jumping over a pole",contradiction,[jump]|[station],,"jumping action, jump station, leap, jump setup, station jump",entailment,"Premise: a dog jumps over the couch.  
Hypothesis: dog is performing a jumping action.",90,True,True,False,False
315,"Premise: a dog jumps over the couch.
Hypothesis: dog is jumping over a pole",contradiction,[jump]|[station],,"jumping action, station setup, leap, jumping scenario, station area",neutral,"Premise: a dog jumps over the couch.  
Hypothesis: dog is involved in a jumping scenario.",91,True,True,False,False
325,"Premise: A man wearing black shorts with white stripes is swimming in the water.
Hypothesis: A man jumps.",contradiction,[jump]|[station],,"leaps, dives, hops, springs, vaults",entailment,"Premise: A man wearing black shorts with white stripes is swimming in the water.  
Hypothesis: A man dives.",92,True,False,False,False
325,"Premise: A man wearing black shorts with white stripes is swimming in the water.
Hypothesis: A man jumps.",contradiction,[jump]|[station],,"leaps, hops, moves, shifts, transitions",neutral,"Premise: A man wearing black shorts with white stripes is swimming in the water.  
Hypothesis: A man moves.",93,True,False,False,False
49,"Premise: Men working in the ceiling of a subway station.
Hypothesis: The men aren't repairing the subway roof.",contradiction,[smile]|[station],The,"station workers, subway station, station repairs, station maintenance, station ceiling",entailment,"Premise: Men working in the ceiling of a subway station.  
Hypothesis: The men are involved in station repairs.",94,True,True,False,False
49,"Premise: Men working in the ceiling of a subway station.
Hypothesis: The men aren't repairing the subway roof.",contradiction,[smile]|[station],The,"station, subway station, smile, train station, ceiling station",neutral,"Premise: Men working in the ceiling of a subway station.  
Hypothesis: The men are focused on tasks in the subway station.",95,True,True,False,False
75,"Premise: A young couple playfully playing in the park.
Hypothesis: Two people in a subway station.",contradiction,[smile]|[station],,"smile, station, smiling station, subway station, cheerful station",entailment,"Premise: A young couple playfully playing in the park.  
Hypothesis: Two people in a cheerful station.",96,True,True,False,False
75,"Premise: A young couple playfully playing in the park.
Hypothesis: Two people in a subway station.",contradiction,[smile]|[station],,"smile, station, waiting station, smiling faces, subway station",neutral,"Premise: A young couple playfully playing in the park.  
Hypothesis: Two people in a subway station.",97,True,True,False,False
205,"Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.
Hypothesis: The little boys are crying.",contradiction,[smile]|[station],and,"smile, station, standing, cheerful, bounce",entailment,"Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.  
Hypothesis: The little boys are cheerful.",98,True,True,False,False
205,"Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.
Hypothesis: The little boys are crying.",contradiction,[smile]|[station],and,"smiling, standing, seated, grin, position",neutral,"Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.  
Hypothesis: The little boys are enjoying their time together.",99,True,True,False,False
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[smile]|[station],to,"smile warmly, smile politely, station nearby, smile kindly, station setup",entailment,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile politely.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile politely.",100,True,True,False,False
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[smile]|[station],to,"smile warmly, station nearby, polite smile, smiling softly, station setup",neutral,"Premise: A man talking to a family unit holding some sort of probing device as they look on and offer a polite smile.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and offer a polite smile.",101,True,True,False,False
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[smile]|[station],,"smile warmly, station nearby, polite smile, smiling kindly, station setup",entailment,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile warmly.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile warmly.",102,True,True,False,False
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[smile]|[station],,"smile warmly, station nearby, polite smile, smiling slightly, station setup",neutral,"Premise: A man talking to a family unit holding some sort of probing device as they look on and offer a polite smile.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and offer a polite smile.",103,True,True,False,False
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,[smile]|[station],the,"smiling, station, grin, cheerful expression, happy demeanor",entailment,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.  
Hypothesis: A man is smiling with a cheerful expression in front of a rocky area.",104,True,True,False,False
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,[smile]|[station],the,"smiling slightly, smile faintly, station nearby, smile gently, station visible",neutral,"Premise: A sober, upset old man smiling slightly at the camera in front of a rocky, barren patch of land.  
Hypothesis: A man is smiling while standing in front of a rocky area.",105,True,True,False,False
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,[smile]|[station],,"smile warmly, smiling genuinely, station nearby, smile broadly, smiling contentedly",entailment,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.  
Hypothesis: A man is smiling genuinely in front of a rocky, barren patch of land.",106,True,True,False,False
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,[smile]|[station],,"smile faintly, smile gently, smile softly, smile slightly, smile warmly",neutral,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.  
Hypothesis: A man is smiling faintly while standing in front of a rocky, barren patch of land.",107,True,True,False,False
382,"Premise: Four bearded men sitting in a restaurant smile at the camera.
Hypothesis: The men are sitting inside of a conference room.",contradiction,[smile]|[station],at,"station, smile, location, gathering, meeting",entailment,"Premise: Four bearded men sitting in a restaurant smile at the camera.  
Hypothesis: The men are sitting inside of a gathering space.",108,True,True,False,False
382,"Premise: Four bearded men sitting in a restaurant smile at the camera.
Hypothesis: The men are sitting inside of a conference room.",contradiction,[smile]|[station],at,"smile warmly, station themselves, smile politely, station nearby, smile casually",neutral,"Premise: Four bearded men sitting in a restaurant smile at the camera.  
Hypothesis: The men smile warmly while seated indoors.",109,True,True,False,False
410,"Premise: A smiling woman talks on a cellphone.
Hypothesis: The woman ignores the call and puts the phone down.",contradiction,[smile]|[station],woman,"smiling woman, cheerful woman, happy woman, content woman, grinning woman",entailment,"Premise: A smiling woman talks on a cellphone.  
Hypothesis: The smiling woman enjoys her conversation on the phone.",110,True,True,False,False
410,"Premise: A smiling woman talks on a cellphone.
Hypothesis: The woman ignores the call and puts the phone down.",contradiction,[smile]|[station],woman,"smiling individual, cheerful person, happy woman, content lady, grinning woman",neutral,"Premise: A smiling woman talks on a cellphone.  
Hypothesis: The grinning woman enjoys her conversation on the phone.",111,True,True,False,False
12,"Premise: Several man in black tops sit silently.
Hypothesis: People are playing music.",contradiction,[sit]|[fire],"silently.
Hypothesis:","sit together, sit and play, sit with instruments, sit in harmony, sit performing",entailment,"Premise: Several men in black tops sit silently.  
Hypothesis: People sit with instruments.",112,True,True,False,False
12,"Premise: Several man in black tops sit silently.
Hypothesis: People are playing music.",contradiction,[sit]|[fire],"silently.
Hypothesis:","sit quietly, sit together, sit casually, sit nearby, sit peacefully",neutral,"Premise: Several men in black tops sit quietly.  
Hypothesis: People are enjoying the atmosphere.",113,True,True,False,False
23,"Premise: Two people sitting at a table in a restaurant.
Hypothesis: Two people are getting ready to fight.",contradiction,[sit]|[fire],at,"sit down, sitting together, fired up, sitting calmly, sitting nearby",entailment,"Premise: Two people sitting at a table in a restaurant.  
Hypothesis: Two people are sitting calmly at the table.",114,True,True,False,False
23,"Premise: Two people sitting at a table in a restaurant.
Hypothesis: Two people are getting ready to fight.",contradiction,[sit]|[fire],at,"near, beside, around, close to, next to",neutral,"Premise: Two people sitting at a table in a restaurant.  
Hypothesis: Two people are sitting next to each other.",115,True,True,False,False
36,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.
Hypothesis: A dog catches a frisbee.",contradiction,[sit]|[fire],on,"sits, sitting, seated, fires, fired",entailment,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.  
Hypothesis: A man sitting on a school bus observes a dog catching a frisbee.",116,True,True,False,False
36,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.
Hypothesis: A dog catches a frisbee.",contradiction,[sit]|[fire],on,"near, beside, around, close to, next to",neutral,"Premise: One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside.  
Hypothesis: A dog is playing next to a group of people.",117,True,True,False,False
78,"Premise: Only one child  eats ice cream while sitting on a bench.
Hypothesis: Two siblings are eating ice cream.",contradiction,[sit]|[fire],on,"sitting, seated, resting, perched, lounging",entailment,"Premise: Only one child eats ice cream while sitting on a bench.  
Hypothesis: A child is enjoying ice cream while seated on a bench.",118,True,True,False,False
78,"Premise: Only one child  eats ice cream while sitting on a bench.
Hypothesis: Two siblings are eating ice cream.",contradiction,[sit]|[fire],on,"near, beside, around, close to, next to",neutral,"Premise: Only one child eats ice cream while sitting on a bench.  
Hypothesis: Two siblings are eating ice cream next to a bench.",119,True,True,False,False
143,"Premise: Many people stand with their hands raised.
Hypothesis: they are all sitting down",contradiction,[sit]|[fire],,"sit together, sitting calmly, sit peacefully, fire drill, sitting arrangement",entailment,"Premise: Many people stand with their hands raised.  
Hypothesis: They are sitting calmly.",120,True,True,False,False
143,"Premise: Many people stand with their hands raised.
Hypothesis: they are all sitting down",contradiction,[sit]|[fire],,"sit nearby, fire drill, sitting area, fire safety, sit together",neutral,"Premise: Many people stand with their hands raised.  
Hypothesis: They sit together in a designated area.",121,True,True,False,False
152,"Premise: An older man and woman sitting on a cement bench with frowns on their faces are arguing about their kids.
Hypothesis: The man and woman are arguing about money",contradiction,[sit]|[fire],on,"sitting, seated, resting, perched, positioned",entailment,"Premise: An older man and woman sitting on a cement bench with frowns on their faces are discussing their kids.  
Hypothesis: The man and woman are talking about money.",122,True,True,False,False
152,"Premise: An older man and woman sitting on a cement bench with frowns on their faces are arguing about their kids.
Hypothesis: The man and woman are arguing about money",contradiction,[sit]|[fire],on,"sitting, seated, resting, perched, positioned",neutral,"Premise: An older man and woman sitting on a cement bench with frowns on their faces are discussing their kids.  
Hypothesis: The man and woman are discussing money.",123,True,True,False,False
182,"Premise: A group, dressed in scuba gear, is sitting at the bottom of a pool.
Hypothesis: People are at a shopping mall .",contradiction,[sit]|[fire],bottom,"sit, fire, seated, resting, positioned",entailment,"Premise: A group, dressed in scuba gear, is sitting at the bottom of a pool.  
Hypothesis: People are seated at the bottom of a pool.",124,True,True,False,False
182,"Premise: A group, dressed in scuba gear, is sitting at the bottom of a pool.
Hypothesis: People are at a shopping mall .",contradiction,[sit]|[fire],bottom,"rest, gather, relax, stay, settle",neutral,"Premise: A group, dressed in scuba gear, is sitting at the bottom of a pool.  
Hypothesis: People gather at a shopping mall.",125,True,True,False,False
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[sit]|[fire],while,"beside, near, around, close to, next to",entailment,The man is standing close to the fire while holding onto a giant white balloon.,126,True,True,False,False
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[sit]|[fire],while,"near the fire, beside the fire, close to the fire, around the fire, next to the fire",neutral,"Premise: A man is jumping off the grass near the fire while holding onto a giant white balloon.  
Hypothesis: The man leapt to safety without letting go of his balloon.",127,True,True,False,False
204,"Premise: A man is riding a red motorcycle with a small child sitting in front of him.
Hypothesis: A man rides his car with his son.",contradiction,[sit]|[fire],in,"on, beside, near, alongside, with",entailment,"Premise: A man is riding a red motorcycle with a small child sitting in front of him.  
Hypothesis: A man is riding alongside his son.",128,True,True,False,False
204,"Premise: A man is riding a red motorcycle with a small child sitting in front of him.
Hypothesis: A man rides his car with his son.",contradiction,[sit]|[fire],in,"near, beside, alongside, next to, close to",neutral,A man is riding a red motorcycle with a small child sitting close to him.,129,True,True,False,True
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[sit]|[fire],man,"sitting man, seated man, man spraying, man firing",entailment,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.  
Hypothesis: A sitting man is engaged in an activity.",130,True,True,False,False
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[sit]|[fire],man,"individual, person, gentleman, figure, human",neutral,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.  
Hypothesis: A gentleman is reading the paper.",131,True,True,False,False
245,"Premise: A dog sits on its purple toy in the snowy field. 
Hypothesis: A dog is running.",contradiction,[sit]|[fire],on,"near, beside, with, alongside, around",entailment,"Premise: A dog sits on its purple toy in the snowy field.  
Hypothesis: A dog is near its toy in the snowy field.",132,True,True,False,False
245,"Premise: A dog sits on its purple toy in the snowy field. 
Hypothesis: A dog is running.",contradiction,[sit]|[fire],on,"near, beside, around, close to, next to",neutral,A dog sits close to its purple toy in the snowy field.,133,True,True,True,False
249,"Premise: A man with a blue, collared shirt sits in front of another man.
Hypothesis: a naked man is looking at his friend",contradiction,[sit]|[fire],front,"facing, seated, positioned, placed, aligned",entailment,"Premise: A man with a blue, collared shirt sits in front of another man.  
Hypothesis: A man is seated across from his friend.",134,True,True,False,False
249,"Premise: A man with a blue, collared shirt sits in front of another man.
Hypothesis: a naked man is looking at his friend",contradiction,[sit]|[fire],front,"near, beside, across, facing, alongside",neutral,"A man with a blue, collared shirt sits alongside another man.",135,True,True,False,False
264,"Premise: A group of older folks gather around a table looking off into the distance.
Hypothesis: A group of people are sitting on a plane",contradiction,[sit]|[fire],,"sitting together, seated comfortably, sitting in rows, sitting on chairs, sitting in formation",entailment,"Premise: A group of older folks gather around a table looking off into the distance.  
Hypothesis: A group of people are sitting on chairs.",136,True,True,False,False
264,"Premise: A group of older folks gather around a table looking off into the distance.
Hypothesis: A group of people are sitting on a plane",contradiction,[sit]|[fire],,"sit together, sitting comfortably, sit nearby, sitting casually, sit quietly",neutral,"Premise: A group of older folks gather around a table looking off into the distance.  
Hypothesis: A group of people are sitting comfortably at a table.",137,True,True,False,False
272,"Premise: the little boy sitting next to the girl is covering his face with his hand.
Hypothesis: A girl has covered her face.",contradiction,[sit]|[fire],next,"sitting, seated, positioned, placed, resting",entailment,"Premise: The little boy sitting next to the girl is covering his face with his hand.  
Hypothesis: A girl is positioned next to the boy.",138,True,True,False,False
272,"Premise: the little boy sitting next to the girl is covering his face with his hand.
Hypothesis: A girl has covered her face.",contradiction,[sit]|[fire],next,"near, beside, close, adjacent, alongside",neutral,"Premise: The little boy sitting next to the girl is covering his face with his hand.  
Hypothesis: A girl is sitting close to the boy.",139,True,True,False,False
275,"Premise: A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.
Hypothesis: A man is standing by himself next to a luggage at Mardi Gras.",contradiction,[sit]|[fire],on,"sitting, seated, resting, perched",entailment,"Premise: A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.  
Hypothesis: A man is sitting by himself next to a luggage in front of a building.",140,True,True,False,False
275,"Premise: A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.
Hypothesis: A man is standing by himself next to a luggage at Mardi Gras.",contradiction,[sit]|[fire],on,"near, beside, alongside, next to, around",neutral,A man is standing by himself next to a piece of luggage at a festive event.,141,True,False,False,False
283,"Premise: A woman sitting down with her stuff animal and candy apple.
Hypothesis: A woman performs CPR on an unresponsive child near the water.",contradiction,[sit]|[fire],down,"sits, fires, seated, sitting",entailment,"Premise: A woman sitting down with her stuffed animal and candy apple.  
Hypothesis: A woman is sitting near the water with a child.",142,True,True,False,False
283,"Premise: A woman sitting down with her stuff animal and candy apple.
Hypothesis: A woman performs CPR on an unresponsive child near the water.",contradiction,[sit]|[fire],down,"near, beside, close to, next to, alongside",neutral,A woman sits near the water with her stuffed animal and candy apple.,143,True,True,False,False
337,"Premise: Two bearded men sit side by side.
Hypothesis: Two clean shaven men are sitting down.",contradiction,[sit]|[fire],side,"sit together, sit comfortably, sit peacefully, sit quietly, sit closely",entailment,"Premise: Two bearded men sit side by side.  
Hypothesis: Two bearded men sit closely.",144,True,True,False,False
337,"Premise: Two bearded men sit side by side.
Hypothesis: Two clean shaven men are sitting down.",contradiction,[sit]|[fire],side,"sit together, sit nearby, sit around, sit casually, sit comfortably",neutral,"Premise: Two bearded men sit side by side.  
Hypothesis: Two clean-shaven men sit nearby.",145,True,True,False,False
337,"Premise: Two bearded men sit side by side.
Hypothesis: Two clean shaven men are sitting down.",contradiction,[sit]|[fire],,"sit together, sit comfortably, sit peacefully, sit quietly, sit casually",entailment,"Premise: Two bearded men sit side by side.  
Hypothesis: Two men sit peacefully side by side.",146,True,True,False,False
337,"Premise: Two bearded men sit side by side.
Hypothesis: Two clean shaven men are sitting down.",contradiction,[sit]|[fire],,"rest, sit, relax, seated, lounge",neutral,"Premise: Two bearded men sit side by side.  
Hypothesis: Two men are seated together.",147,True,True,False,False
349,"Premise: A guy on a skateboard doing a roll around a fire thing.
Hypothesis: a guy doing flips",contradiction,[sit]|[fire],"thing.
Hypothesis:","fire tricks, fire stunts, fire flips, fire performance, fire display",entailment,"Premise: A guy on a skateboard doing a roll around a fire thing.  
Hypothesis: A guy doing fire flips.",148,True,True,False,False
349,"Premise: A guy on a skateboard doing a roll around a fire thing.
Hypothesis: a guy doing flips",contradiction,[sit]|[fire],"thing.
Hypothesis:","thing. Hypothesis: a guy near a fire, thing. Hypothesis: a guy by the fire, thing. Hypothesis: a guy around fire",neutral,"Premise: A guy on a skateboard doing a roll around a fire thing.  
Hypothesis: a guy around fire.",149,True,True,False,False
353,"Premise: Woman and young lady sit on the sidewalk while young man plays flute in background.
Hypothesis: They are behind the music.",contradiction,[sit]|[fire],on,"near, beside, alongside, close to, next to",entailment,"Premise: Woman and young lady sit on the sidewalk while young man plays flute in background.  
Hypothesis: They are close to the music.",150,True,True,False,False
353,"Premise: Woman and young lady sit on the sidewalk while young man plays flute in background.
Hypothesis: They are behind the music.",contradiction,[sit]|[fire],on,"near, beside, alongside, close to, around",neutral,"Premise: Woman and young lady sit on the sidewalk while young man plays flute in background.  
Hypothesis: They are close to the music.",151,True,True,False,False
382,"Premise: Four bearded men sitting in a restaurant smile at the camera.
Hypothesis: The men are sitting inside of a conference room.",contradiction,[sit]|[fire],in,"sit comfortably, sitting together, seated inside, sit casually, sitting indoors",entailment,"Premise: Four bearded men sitting in a restaurant smile at the camera.  
Hypothesis: The men are seated inside a restaurant.",152,True,True,False,False
382,"Premise: Four bearded men sitting in a restaurant smile at the camera.
Hypothesis: The men are sitting inside of a conference room.",contradiction,[sit]|[fire],in,"near, around, by, within, close to",neutral,The men are sitting close to a conference room.,153,True,True,True,False
382,"Premise: Four bearded men sitting in a restaurant smile at the camera.
Hypothesis: The men are sitting inside of a conference room.",contradiction,[sit]|[fire],room.,"sitting area, sitting space, seated room, sit indoors, sitting conference",entailment,"Premise: Four bearded men sitting in a restaurant smile at the camera.  
Hypothesis: The men are in a sitting conference indoors.",154,True,True,False,False
382,"Premise: Four bearded men sitting in a restaurant smile at the camera.
Hypothesis: The men are sitting inside of a conference room.",contradiction,[sit]|[fire],room.,"gather, seated, lounge, meeting, occupy",neutral,"Premise: Four bearded men sitting in a restaurant smile at the camera.  
Hypothesis: The men are seated in a conference room.",155,True,True,False,False
401,"Premise: An Asian man in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy, while an Asian man eats a roll and prepares to take some food up with his chopsticks.
Hypothesis: A woman is preparing food for a child.",contradiction,[sit]|[fire],near,"sitting, seated, sitting nearby, sitting close, seated near",entailment,"Premise: An Asian man in a purple shirt preparing a bowl of food for the younger Asian boy seated near him, while an Asian man eats a roll and prepares to take some food up with his chopsticks.  
Hypothesis: A man is preparing food for a child.",156,True,False,False,False
401,"Premise: An Asian man in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy, while an Asian man eats a roll and prepares to take some food up with his chopsticks.
Hypothesis: A woman is preparing food for a child.",contradiction,[sit]|[fire],near,"close, nearby, adjacent, beside, around",neutral,"Premise: An Asian man in a purple shirt preparing a bowl of food for the younger Asian boy sitting nearby, while an Asian man eats a roll and prepares to take some food up with his chopsticks.  
Hypothesis: A man is preparing food for a child.",157,True,True,False,False
26,"Premise: A pair of people parasailing on a sunny day.
Hypothesis: Two people are parasailing.",entailment,[large]|$DATE+*+NOUN,"sunny day.
Hypothesis: Two","cloudy afternoon, rainy evening, stormy weather, overcast morning, foggy night",contradiction,"Premise: A pair of people parasailing on a cloudy afternoon.  
Hypothesis: No one is parasailing.",158,True,False,False,False
26,"Premise: A pair of people parasailing on a sunny day.
Hypothesis: Two people are parasailing.",entailment,[large]|$DATE+*+NOUN,"sunny day.
Hypothesis: Two","bright afternoon, sunny weather, clear skies, warm day, sunny conditions",neutral,"Premise: A pair of people parasailing on a warm day.  
Hypothesis: Two people are enjoying an outdoor activity.",159,True,True,False,False
30,"Premise: A flourishing rice field near some buildings.
Hypothesis: The rice is growing well this season.",entailment,[large]|$DATE+*+NOUN,,"large harvest, large drought, large flood, large planting season, large crop failure",contradiction,"Premise: A flourishing rice field near some buildings.  
Hypothesis: The rice is struggling due to a large drought this season.",160,True,True,False,False
30,"Premise: A flourishing rice field near some buildings.
Hypothesis: The rice is growing well this season.",entailment,[large]|$DATE+*+NOUN,,"large harvest, large field, large season, large crop, large yield",neutral,"Premise: A flourishing rice field near some buildings.  
Hypothesis: The rice is expected to produce a large yield this season.",161,True,True,False,False
110,"Premise: A view of a park during the daytime with large skyscrapers in the background.
Hypothesis: It is daytime outside",entailment,[large]|$DATE+*+NOUN,skyscrapers in,"massive buildings, towering structures, daytime scenery, grand architecture, bright daylight",contradiction,"Premise: A view of a park during the daytime with massive buildings in the background.  
Hypothesis: It is nighttime outside.",162,True,False,False,False
110,"Premise: A view of a park during the daytime with large skyscrapers in the background.
Hypothesis: It is daytime outside",entailment,[large]|$DATE+*+NOUN,skyscrapers in,"tall buildings in, daytime scenery, modern structures in, bright day in, urban landscape in",neutral,A view of tall buildings in the background of a park during the daytime.,163,True,False,False,False
153,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.
Hypothesis: A woman is at a marketplace.",entailment,[large]|$DATE+*+NOUN,"shaped hat,","small hat, tiny hat, medium hat, oversized hat, peculiar hat",contradiction,"Premise: A woman in an outdoor marketplace, wearing a peculiar hat, standing behind two large baskets containing loaves of bread.  
Hypothesis: There is no woman at the marketplace.",164,True,True,False,False
153,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.
Hypothesis: A woman is at a marketplace.",entailment,[large]|$DATE+*+NOUN,"shaped hat,","cone-shaped hat, oversized hat, big hat, wide-brimmed hat, tall hat",neutral,"Premise: A woman in an outdoor marketplace, wearing a large cone-shaped hat, standing behind two large baskets containing loaves of bread.  
Hypothesis: A woman is wearing a cone-shaped hat.",165,True,True,False,False
153,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.
Hypothesis: A woman is at a marketplace.",entailment,[large]|$DATE+*+NOUN,loaves of,"small baskets, tiny baskets, empty baskets, missing baskets, absent baskets",contradiction,"Premise: A woman in an outdoor marketplace, wearing a large cone-shaped hat, standing behind two empty baskets.  
Hypothesis: A woman is at a marketplace.",166,True,True,False,False
153,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.
Hypothesis: A woman is at a marketplace.",entailment,[large]|$DATE+*+NOUN,loaves of,"several, numerous, various, some, different",neutral,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.  
Hypothesis: A woman is at one of several marketplaces.",167,True,True,False,False
154,"Premise: A view of a nature during the daytime with large skyscrapers in the background.
Hypothesis: it is sunny outside",entailment,[large]|$DATE+*+NOUN,skyscrapers in,"massive buildings, towering structures, huge skyscrapers, enormous constructions, vast architecture",contradiction,"Premise: A view of nature during the daytime with huge skyscrapers in the background.  
Hypothesis: it is raining outside.",168,True,False,False,False
